institution_id,institution_name,country,branch_of_government,level_of_government,has_genai_activity,n_total_rows,n_runs_covered,runs,n_activity_source_rows,activities_found,tools_found,best_summary
EXT-existing-gpt-con-fa9b0f0279,"Centre for Development of Telematics (C-DOT), Department of Telecommunications",India,executive,national,yes,1,1,existing_gpt_convenience_v1,1,C-DOT × IIT Delhi Generative AI-enhanced chatbot for disaster early warning & emergency communications support,,"Centre for Development of Telematics (C-DOT), Department of Telecommunications has a legacy database record documenting generative AI activity."
EXT-existing-gpt-con-fc8a6635ad,National Center for Statistics and Information (NCSI) / MTCIT (Oman),Oman,executive,national,yes,1,1,existing_gpt_convenience_v1,1,Oman NCSI pilot: Generative AI-based chatbot for statistical data and services,,National Center for Statistics and Information (NCSI) / MTCIT (Oman) has a legacy database record documenting generative AI activity.
EXT-existing-gpt-con-fcf1c0a8db,Prefeitura Municipal de Limeira,Brazil,unknown,subnational,yes,1,1,existing_gpt_convenience_v1,1,Lia – assistente virtual com IA generativa (Prefeitura de Limeira),,Prefeitura Municipal de Limeira has a legacy database record documenting generative AI activity.
EXT-existing-gpt-con-fd2782e23f,National Research Council Canada (NRC),Canada,unknown,national,yes,1,1,existing_gpt_convenience_v1,1,AI Zone (National Research Council Canada),,National Research Council Canada (NRC) has a legacy database record documenting generative AI activity.
EXT-existing-gpt-con-ff27008603,Gobierno de la Ciudad Autónoma de Buenos Aires (GCBA),Argentina,unknown,subnational,yes,1,1,existing_gpt_convenience_v1,1,Boti Turismo (GenAI) – Ciudad de Buenos Aires,,Gobierno de la Ciudad Autónoma de Buenos Aires (GCBA) has a legacy database record documenting generative AI activity.
EXT-existing-policy--03c8c7b470,Department of Cooperative Governance and Traditional Leaders (CoGTA),South Africa,executive,unknown,yes,1,1,existing_policy_lab_v1,1,GovChat citizen-engagement platform,,Department of Cooperative Governance and Traditional Leaders (CoGTA) has a legacy database record documenting generative AI activity.
EXT-existing-policy--50c3ed4f29,South African Revenue Service (SARS),South Africa,executive,national,yes,1,1,existing_policy_lab_v1,1,SARS “AI Assistant” chatbot,,South African Revenue Service (SARS) has a legacy database record documenting generative AI activity.
EXT-existing-pstw-009d44d977,National Government,United Kingdom,unknown,subnational,yes,1,1,existing_pstw_v1,1,AI Sweeps new govs in UK,Copilot,National Government has a legacy database record documenting generative AI activity.
EXT-existing-pstw-05e41c142c,Austrian Public Employment Service (AMS),Austria,executive,national,yes,1,1,existing_pstw_v1,1,AMS Berufs Infomat - personalized career advice for job seekers,ChatGPT,Austrian Public Employment Service (AMS) has a legacy database record documenting generative AI activity.
EXT-existing-pstw-087c82595f,European Commission - DG DIGIT,European Union,executive,unknown,yes,4,1,existing_pstw_v1,4,GPT@EC: Generative AI Tool to support EC administrative task; GPT@JRC: Generative AI Tool to support Science for Policy at JRC,,European Commission - DG DIGIT has a legacy database record documenting generative AI activity.
EXT-existing-pstw-095229fd44,Department for Education - UK Government,United Kingdom,executive,national,yes,1,1,existing_pstw_v1,1,"Development of GenAI-based tool for education by gov.uk - ""Building a proof of concept for Generative AI feedback and re",,Department for Education - UK Government has a legacy database record documenting generative AI activity.
EXT-existing-pstw-09d6712f58,City of Hamburg,Germany,unknown,subnational,yes,1,1,existing_pstw_v1,1,"""LLMoin"" pilot project to provide insight into Hamburg's medium-term LLM strategy",ChatGPT,City of Hamburg has a legacy database record documenting generative AI activity.
EXT-existing-pstw-0b5f6d2470,Ministry of Transport and Communications (LVM),Finland,executive,national,yes,1,1,existing_pstw_v1,1,GenAI for Legislative Drafting - Ministry of Transports,,Ministry of Transport and Communications (LVM) has a legacy database record documenting generative AI activity.
EXT-existing-pstw-0cd0cec7e8,Max Planck Institute for Human Development,Germany,unknown,national,yes,1,1,existing_pstw_v1,1,AI competences for or the Max Planck Institute for Human Development in the institute's basic research,,Max Planck Institute for Human Development has a legacy database record documenting generative AI activity.
EXT-existing-pstw-0d9db03cd3,"INSAIT – Institute for Computer Science, Artificial Intelligence and Technology",Bulgaria,unknown,national,yes,1,1,existing_pstw_v1,1,BgGPT - A bulgarian LLM,,"INSAIT – Institute for Computer Science, Artificial Intelligence and Technology has a legacy database record documenting generative AI activity."
EXT-existing-pstw-0e76142f98,Council of Europe,European Union,executive,unknown,yes,1,1,existing_pstw_v1,1,CdE - Pilot Programme for Series Co-Productions Advertising Visuals,,Council of Europe has a legacy database record documenting generative AI activity.
EXT-existing-pstw-125e8ad91f,Public Institution CPO LT (Viešoji įstaiga CPO LT),Lithuania,unknown,national,yes,1,1,existing_pstw_v1,1,"Integration of an Innovative Product – AI Technology – into Public Procurement Object Price Analysis and Forecasting, an",,Public Institution CPO LT (Viešoji įstaiga CPO LT) has a legacy database record documenting generative AI activity.
EXT-existing-pstw-130363159b,Île-de-France Regional Council,France,unknown,subnational,yes,1,1,existing_pstw_v1,1,LightOn's Paradigm platform - Generative AI at the Île-de-France Regional Council,,Île-de-France Regional Council has a legacy database record documenting generative AI activity.
EXT-existing-pstw-155950f7bd,Gladsaxe Municipality,Denmark,unknown,subnational,yes,1,1,existing_pstw_v1,1,GladGPT for municipality employees in Gladsaxe,ChatGPT,Gladsaxe Municipality has a legacy database record documenting generative AI activity.
EXT-existing-pstw-194afd8e54,"DG JUST, B.4",European Union,executive,unknown,yes,1,1,existing_pstw_v1,1,AI-Driven Market Surveillance to Safeguard Consumers in the Digital Single Market,,"DG JUST, B.4 has a legacy database record documenting generative AI activity."
EXT-existing-pstw-1b89acaf43,DINUM - Direction interministérielle du numérique,France,unknown,national,yes,1,1,existing_pstw_v1,1,Albert France Services - GenAI tool to support public servants,,DINUM - Direction interministérielle du numérique has a legacy database record documenting generative AI activity.
EXT-existing-pstw-1d7f441bd8,Radio Televisione Italiana,Italy,unknown,national,yes,1,1,existing_pstw_v1,1,Curve Real Time - Monitoring TV Audience,,Radio Televisione Italiana has a legacy database record documenting generative AI activity.
EXT-existing-pstw-1e5d59f037,Ministry of Economic Affairs and Climate,Netherlands,executive,national,yes,1,1,existing_pstw_v1,1,GPT-NL - A language model for the Dutch language and culture,,Ministry of Economic Affairs and Climate has a legacy database record documenting generative AI activity.
EXT-existing-pstw-20e50bd631,Italian National Institute of Social Security (INPS),Italy,unknown,national,yes,2,1,existing_pstw_v1,2,Document Review in Service Requests powered by Gen AI; Text Simplification for Citizens with GenAI,,Italian National Institute of Social Security (INPS) has a legacy database record documenting generative AI activity.
EXT-existing-pstw-261c6ef7b2,Department for Education (DfE) / Oak National Academy,United Kingdom,executive,national,yes,1,1,existing_pstw_v1,1,Aila: AI Lesson Assistant for UK teachers,,Department for Education (DfE) / Oak National Academy has a legacy database record documenting generative AI activity.
EXT-existing-pstw-27968ab9b6,Hansel,Finland,unknown,national,yes,1,1,existing_pstw_v1,1,AI assistant Hankintavälkky - Hilma Procurement Manual Assistant,OpenAI,Hansel has a legacy database record documenting generative AI activity.
EXT-existing-pstw-2904d1f0c1,Deutsche Bahn,Germany,unknown,national,yes,1,1,existing_pstw_v1,1,SEMMI - Avatar,,Deutsche Bahn has a legacy database record documenting generative AI activity.
EXT-existing-pstw-2d3416e173,"Generalitat de Catalunya: Centre of Telecommunications and Information Technology (CTTI) together with the “Department of Territory, Housing and Ecologic Transition""",Spain,executive,subnational,yes,1,1,existing_pstw_v1,1,Generation of environmental technical reports using Generative AI,,"Generalitat de Catalunya: Centre of Telecommunications and Information Technology (CTTI) together with the “Department of Territory, Housing and Ecologic Transition"" has a legacy database record documenting generative AI activity."
EXT-existing-pstw-2e4042a454,"BiDA - Lab, Universidad Autónoma de Madrid (UAM)",Spain,unknown,national,yes,1,1,existing_pstw_v1,1,Leveraging Large Language Models for Topic Classification in the Domain of Public Affair,,"BiDA - Lab, Universidad Autónoma de Madrid (UAM) has a legacy database record documenting generative AI activity."
EXT-existing-pstw-30aa44f40e,Municipality of Rome,Italy,unknown,subnational,yes,1,1,existing_pstw_v1,1,Assistente Virtuale Julia,OpenAI,Municipality of Rome has a legacy database record documenting generative AI activity.
EXT-existing-pstw-318d8f6175,TU Delft,Netherlands,unknown,unknown,yes,1,1,existing_pstw_v1,1,"AI-EFFECT, Advancing AI Integration in the European Energy Sector - Transmission Congestion Management Laboratory",AWS Bedrock,TU Delft has a legacy database record documenting generative AI activity.
EXT-existing-pstw-31eee1d455,Lepida SCpA,Italy,unknown,subnational,yes,1,1,existing_pstw_v1,1,The Responsive PIAO: An AI-Enabled Model for Proactive and Continuous Skill Development,,Lepida SCpA has a legacy database record documenting generative AI activity.
EXT-existing-pstw-3518ad1118,Linkopings Universitet,European Union,unknown,unknown,yes,1,1,existing_pstw_v1,1,TrustLLM - Democratise trustworthy and efficient LLM technology for Europe,,Linkopings Universitet has a legacy database record documenting generative AI activity.
EXT-existing-pstw-36b740c98f,ProFamilia,Germany,unknown,subnational,yes,1,1,existing_pstw_v1,1,Digitaler Erstkontakt (Digital Initial Contact) - AI for counseling services related to family and parenthood,,ProFamilia has a legacy database record documenting generative AI activity.
EXT-existing-pstw-387965b14a,"Immigration Service, Patent and Registration Office and the Tax Administration",Finland,executive,national,yes,1,1,existing_pstw_v1,1,Starting up smoothly: chatbot service (Virtual Agent Network) for foreign entrepreneurs in Finland,,"Immigration Service, Patent and Registration Office and the Tax Administration has a legacy database record documenting generative AI activity."
EXT-existing-pstw-388a3b8aa3,National Institute for Social Security (INPS),Italy,unknown,national,yes,2,1,existing_pstw_v1,2,Classification and automatic sorting of CEMs at the Italian National Institute for Social Security (INPS); Virtual Assistant based on generative AI at INPS,ChatGPT,National Institute for Social Security (INPS) has a legacy database record documenting generative AI activity.
EXT-existing-pstw-3b3a291cce,"i.AI - Department for Science, Innovation, and Technology",United Kingdom,executive,national,yes,2,1,existing_pstw_v1,2,Caddy - AI powered tool for customer service functions (part of the Humphrey toolkit); Consult - AI for public engagement (part of the Humphrey toolkit),Copilot,"i.AI - Department for Science, Innovation, and Technology has a legacy database record documenting generative AI activity."
EXT-existing-pstw-3b4f23093d,European Commission,European Union,executive,unknown,yes,1,1,existing_pstw_v1,1,GenerativeAI @ LDS,,European Commission has a legacy database record documenting generative AI activity.
EXT-existing-pstw-3d29c3410a,Linagora and French OSS Community,France,unknown,national,yes,1,1,existing_pstw_v1,1,Open LLM France and LINAGORA - Open Source LLM model,,Linagora and French OSS Community has a legacy database record documenting generative AI activity.
EXT-existing-pstw-3da7d346b4,AI Sweden,Sweden,unknown,national,yes,1,1,existing_pstw_v1,1,GPT-SW3 - The first large-scale generative language model for the Swedish language,,AI Sweden has a legacy database record documenting generative AI activity.
EXT-existing-pstw-442e47344a,Helpme.ai,Germany,unknown,national,yes,1,1,existing_pstw_v1,1,Helpme.ai - assisting asylum seekers with AI,,Helpme.ai has a legacy database record documenting generative AI activity.
EXT-existing-pstw-4617ff0178,Agenzia Italiana del Farmaco,Italy,unknown,national,yes,3,1,existing_pstw_v1,3,Margot AI supporting the Agenzia Italiana del Farmaco - FarmaciLine assistance; Margot AI supporting the Agenzia Italiana del Farmaco - Monitoring platform; Margot AI supporting the Agenzia Italiana del Farmaco - document search case,,Agenzia Italiana del Farmaco has a legacy database record documenting generative AI activity.
EXT-existing-pstw-4793034713,City of Jyväskylä,Finland,unknown,subnational,yes,1,1,existing_pstw_v1,1,"UrbanistAI, a generative AI platform for participatory planning and co-design: Jyväskylä use case",,City of Jyväskylä has a legacy database record documenting generative AI activity.
EXT-existing-pstw-4a6379c41c,Austrian Post Group IT,Austria,unknown,national,yes,1,1,existing_pstw_v1,1,LLM-Based Agents for User Story Quality Enhancement in Agile Development,,Austrian Post Group IT has a legacy database record documenting generative AI activity.
